role;starting_salary;starting_salary_hr_yr;year_starting_salary;ending_salary 1;ending_salary_hr_yr;Hourly(H)_Permanent(P)_Contingent(C);year_ending_salary;years_experience;gender;ethnicity;degrees_required
Assistant Curator;63000;yr;2012;77000;yr;P;2019;;female;white;PhD
Assistant;28000;yr;2019;28000;yr;H;2019;n/a;male;white;BA
Coordinator;41200;yr;2016;49500;yr;H,P;2019;3;n/a;N;N
Assistant;38500;yr;2014;;N;n/a;;;n/a;N;N
Assistant;54000;yr;2017;61500;yr;P;2019;15;female;mixed;MA
Assistant;;yr;N;45000;yr;P;2019;2;n/a;black;BA
Assistant Manager;58500;yr;2019;58500;yr;P;2019;1;female;poc;MA
Assistant;40000;yr;2015;60000;yr;n/a;;13;n/a;N;MA
Designer;48000;yr;2016;51000;yr;P;2019;;female;white;N
Designer;35000;yr;2017;42500;yr;P;2019;2;n/a;N;N
Assistant Curator;58750;yr;2019;N;yr;P;2019;4;female;white;MLIS
Education;10;hr;2015;10;hr;C;2019;10;n/a;N;MA
Assistant Curator;73000;yr;N;73000;yr;P;2019;;female;N;N
Coordinator;35000;yr;2015;38000;yr;P;2018;5;female;latino;BA
Coordinator;0;yr;2017;35000;yr;n/a;2019;3;male;white;No degree
Assistant Curator;54931;yr;2015;64915,75;yr;C;2019;7;female;N;N
Editor;39000;yr;2006;103000;yr;P;2019;15;female;white;N
Coordinator;54500;yr;2019;56000;yr;P;2019;3;female;white;BA required MA preferred
Curator;32000;yr;2018;32000;yr;C;2019;10;female;N;MA
other;10;hr;2015;13,5;hr;H;2019;4;female;N;BA
Conservator;29000;yr;2011;35000;yr;P;2018;11;female;white;BA
Designer;58000;yr;2018;58000;yr;P;2019;3;female;N;N
Coordinator;33500;yr;2015;42000;yr;P;2019;6;female;asian;BA
Manager;26500;yr;2013;34500;yr;H Full Time;2019;7;male;white;MA
Technical;38000;yr;2015;54000;yr;P;2019;4;female;white;BA
Assistant;14,2;hr;2019;14,2;hr;H;2019;4;n/a;N;BA
Manager;50000;yr;2019;;N;P;;3;male;latino;BA
Coordinator;30000;yr;2015;35000;yr;P;2019;5;female;white;N
Coordinator;35000;yr;N;;N;H Full Time;2015;;female;white;N
Visitor Experience;11,5;yr;2017;12,75;hr;n/a;2019;2;female;latino;BA
Assistant;10793;yr;2016;14500;yr;H;2019;3;female;N;BA
Registrar;50000;yr;2016;50000;yr;P;2019;30;female;white;BA
Designer;7,25;hr;2018;7,25;hr;P;2019;;female;N;N
Visitor Experience;18;hr;2019;;N;H;2019;;n/a;N;N
Curator;15;yr;1996;35000;yr;P Part Time;2018;23;female;white;BA required MA preferred
Communications;28000;yr;2015;28000;yr;H;2018;4;female;white;BA
Assistant;15;hr;2017;15;hr;H,C;2017;5;female;white;HS
Manager;45000;yr;2016;51500;yr;P;2019;9;female;white;MA
Coordinator;32000;yr;2014;17,37;hr;H;2019;11;female;white;BA required MA preferred
Designer;38000;yr;2018;38000;yr;P;2019;2;male;latino;BA
Manager;48000;yr;2018;48000;yr;P;2019;7;female;N;MA
Coordinator;20;hr;2016;20;hr;n/a;;15;female;white;N
Conservator;55000;yr;N;59000;yr;P;2019;;female;white;N
Intern;11,25;hr;2015;;N;C;2015;1;female;white;HS
Assistant;14;hr;2015;14;hr;n/a;2016;1;female;white;BA
Technical;14;hr;2016;17,08;hr;n/a;2019;5;female;white;BA
Assistant;30000;yr;2018;30000;yr;n/a;;2;female;latino;N
Communications;45000;yr;2018;55000;yr;P;2019;4;female;poc;N
Academic;59500;yr;N;59500;yr;C;2019;;n/a;N;N
Curator;40000;yr;N;40000;yr;C;2019;;female;N;N
Communications;41000;yr;2013;41500;yr;P;2017;2;female;poc;BA
Archivist;25896;yr;N;26748;yr;H Full Time;2019;6;female;white;BA required MA preferred
Manager;55000;yr;2018;55000;yr;C;2019;10;n/a;N;N
Art Handler;17;hr;2008;18;hr;n/a;2011;6;male;white;N
Intern;0;yr;2012;0;yr;H;2012;;n/a;N;N
Intern;0;yr;2012;0;yr;H;2014;;n/a;N;N
Technical;52000;yr;2016;58500;yr;P;2019;;male;N;N
Editorial;41000;yr;2013;47000;yr;P;2016;;male;N;MLIS
Assistant Curator;43000;yr;N;43000;yr;H;2019;;female;mixed;N
Librarian;73000;yr;2015;82000;yr;P;2019;24;female;white;MA
Assistant Curator;19,5;hr;2014;20,8;hr;H;2018;10;female;white;BA
Manager;36000;yr;2019;;N;n/a;2019;3;n/a;N;N
Communications;55000;yr;N;55000;yr;P;2017;5;female;white;BA
Research;0;yr;2008;74220;yr;C;2019;11;n/a;N;N
Curator;55000;yr;2018;55000;yr;P;2019;14;male;white;MA
Coordinator;27460;yr;2011;44674,5;yr;H;2019;9;female;white;MA
Assistant Curator;36000;yr;N;39000;yr;C;2019;;female;white;N
Assistant Registrar;40000;yr;2018;40800;yr;C;2019;6;female;white;MA
Academic;38000;yr;2018;38000;yr;C;2019;2;female;N;BA
Manager;69000;yr;2012;82810;yr;P;2019;14;female;white;N
Assistant Curator;5000;yr;2015;5411;yr;P;2019;6;female;N;N
Designer;43000;yr;2011;43000;yr;P;;5;female;white;MA
Manager;12;hr;2019;12;hr;H;2019;11;female;white;MA
Academic;3000;yr;2011;3000;yr;C;2019;10;n/a;N;MA
Art Handler;40000;yr;2016;68000;yr;H,P;2019;5;male;white;BA
Director;70000;yr;2013;85069;yr;P;2019;12;female;white;N
Technical;47500;yr;2015;52000;yr;n/a;2019;4;n/a;N;BA
Education;34000;yr;2014;36400;yr;P;2019;10;female;white;BA
Manager;50000;yr;2014;50000;yr;P;2016;2;n/a;N;N
Conservator;;yr;N;64500;yr;P;2019;14;n/a;N;N
Curator;22;hr;2014;22;hr;C;2017;6;female;latino;MA
Academic;22500;yr;2014;0;yr;C;2016;1;female;white;N
Academic;1000;hr;2018;1100;hr;C;2018;5;female;white;MA required PhD preferred
Assistant Curator;32000;yr;N;32960;yr;P;2017;;n/a;N;N
Archivist;25000;yr;2018;25000;yr;H;2019;5;female;white;MA
Visitor Experience;25000;yr;2015;30000;yr;P;2019;5;female;white;BA
Relations;35000;yr;2018;35000;yr;P;2019;3;female;white;BA
Assistant Registrar;20;hr;2015;22;hr;H;2019;12;male;latino;BA
Manager;29500;yr;2018;30300;yr;P;2019;9;male;white;BA
Coordinator;33000;yr;N;38000;yr;P;2018;;n/a;N;N
Conservator;34000;yr;2016;35500;yr;n/a;2019;5;male;white;BA required MA preferred
Communications;49000;yr;2017;49490;yr;P;2019;9;female;latino;N
Manager;48000;yr;N;48000;yr;P;2016;;female;white;N
Visitor Experience;30000;yr;2016;34000;yr;H,P;2019;;female;white;N
Coordinator;;yr;N;25400;yr;H,P;2016;;female;white;N
Manager;45000;yr;2017;46000;yr;P;2019;5;female;N;BA
Designer;40000;yr;2016;45000;yr;P;2018;;female;N;N
Communications;41000;yr;2017;41410;yr;P;2019;12;female;white;N
Coordinator;30200;yr;2018;31000;yr;H,P;2019;;n/a;N;N
Coordinator;35000;yr;2019;35750;yr;H,P;2019;2;female;white;N
Curator;35000;yr;2018;35000;yr;C;2019;8;female;white;N
Relations;33,28;hr;2018;35,36;hr;H;2019;1;female;white;N
Coordinator;39520;yr;2017;52000;yr;P;2019;4;female;white;BA
Visitor Experience;8,5;yr;2016;8,5;hr;H Part Time;2018;2;female;white;HS
Art Handler;17,5;hr;2004;17,5;hr;H;2004;10;n/a;N;N
Curator;71000;yr;2019;71000;yr;P;2019;17;male;latino;BA required MA preferred
Assistant;20,6;hr;2018;21,21;hr;H Part Time;2019;4;female;poc;No degree
Assistant Director;38000;yr;2015;50000;yr;n/a;2019;4;female;N;BA
Coordinator;32500;yr;2016;;N;H;2019;1;female;latino;BA
Communications;43000;yr;2014;47000;yr;H,P;2019;15;female;white;MA
Manager;28800;yr;N;36133;yr;P;2019;n/a;female;white;BA
Manager;15;hr;2017;36133;yr;P;2019;2;n/a;N;BA
Curator;17;hr;2011;20,6;hr;H;2019;14;female;white;BA required MA preferred
Assistant;38000;yr;2016;40000;yr;H;2019;6;n/a;N;BA
Registrar;;yr;N;;N;H,P;;15;n/a;white;N
Coordinator;48000;yr;2016;52000;yr;P;2019;;female;N;N
Education;;yr;N;110;hr;H;;;male;latino;N
Assistant Curator;25;hr;N;27,5;hr;H,C;2019;;n/a;N;N
Manager;56000;yr;N;62500;yr;P;2019;;female;white;N
Technical;50000;yr;N;55000;yr;n/a;;;n/a;poc;N
Coordinator;52000;yr;N;54000;yr;P;2019;;n/a;N;N
Coordinator;35000;yr;N;42000;yr;P;2019;;n/a;N;N
Assistant Curator;36400;yr;N;40040;yr;C;2019;;female;white;N
Assistant Curator;30000;yr;N;40000;yr;P;2016;;n/a;N;N
Assistant;36000;yr;N;36000;yr;P;2019;;female;poc;N
Assistant;28500;yr;2010;29000;yr;P;2012;;female;poc;N
Assistant;28000;yr;N;28000;yr;P;;;female;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Intern;0;yr;2010;0;yr;n/a;2019;;n/a;N;N
Assistant Curator;22;hr;N;;N;n/a;;;female;N;N
Assistant Curator;30000;yr;2007;60000;yr;P;2019;20;female;N;BA
Assistant Curator;30000;yr;2014;46000;yr;H,P;2019;7;female;N;BA required MA preferred
Assistant Curator;34500;yr;2016;42500;yr;P;2019;5;female;white;N
Assistant Curator;36400;yr;2017;40000;yr;H,P;2019;5;female;white;BA required MA preferred
Assistant Curator;18;hr;2016;18;hr;H,C;2018;8;female;N;BA
Assistant Curator;15;hr;2012;15;hr;H,C;2013;2;female;white;MA
Assistant;35000;yr;2017;40000;yr;H;2019;3;female;white;BA required MA preferred
other;60000;yr;2018;61800;yr;P;2019;5;male;white;BA
Relations;35000;yr;2014;50000;yr;P;2016;2;female;white;BA
Visitor Experience;15;hr;2015;15;hr;P;2015;3;female;asian;BA
Coordinator;38500;yr;2018;39270;yr;H,P;2019;4;n/a;N;N
Coordinator;27500;yr;2017;28600;yr;P;2019;3;female;white;BA
Assistant Curator;48000;yr;2018;;N;n/a;;;female;white;N
Intern;14;hr;2014;27;hr;P;2017;3;female;white;N
Relations;42000;yr;2015;47000;yr;P;2017;;female;white;N
Assistant;26500;yr;2012;26500;yr;C;2013;3;female;white;MA
Assistant Curator;30000;yr;2016;42000;yr;C;2019;7;female;white;MA
Designer;35000;yr;2008;38000;yr;P;2008;15;female;white;BA
Assistant;30000;yr;N;30000;yr;P;2010;;female;white;N
Curator;35000;yr;N;35000;yr;C;2015;;female;white;N
Curator;64000;yr;N;65000;yr;P;2019;;female;white;MA
Assistant Registrar;45000;yr;N;45000;yr;P;2019;;female;latino;N
Librarian;35000;yr;2018;35000;yr;P;2019;3;female;white;BA required MA preferred
Education;14;hr;N;20;hr;P;2019;14;female;white;BA
Director;75000;yr;2014;78000;yr;P;2019;20;male;white;MA
Visitor Experience;10;hr;2014;15,25;hr;n/a;2019;5;male;white;No degree
Visitor Experience;14;hr;2019;14;hr;H,C;2019;;female;N;N
Education;45000;yr;2018;46100;yr;P;2019;6;female;N;BA
Manager;;yr;N;29000;yr;n/a;2017;4;male;white;MA
Visitor Experience;55000;yr;2011;;N;C;;;n/a;N;N
Academic;36000;yr;2016;;N;C;;;n/a;N;N
Assistant;48000;yr;2008;51000;yr;P;2010;5;female;white;MA
Coordinator;;yr;N;;N;H;2019;6;n/a;N;BA
Assistant;40000;yr;2016;45000;yr;H,P;2019;7;other;latino;N
Registrar;60000;yr;2014;70000;yr;P;2019;12;male;white;BA
Registrar;;yr;2012;52416;yr;H;2019;14;male;white;N
other;55000;yr;2017;58000;yr;H;2019;7;female;asian;BA
Coordinator;22,12;hr;2016;22,21;hr;H;2018;8;n/a;black;N
Assistant Curator;40000;yr;2013;60000;yr;P;2019;;n/a;N;N
Assistant;;yr;2018;;N;H;2019;2;female;white;BA
Assistant;10;hr;2017;15;hr;H;2019;5;male;white;No degree
Education;17;hr;N;17;hr;H Part Time;;;n/a;N;N
